git 
100,609.8,607.61,618,600.75,18845,0
101,606.05,608.65,615.6,606.05,1814,0
102,611.85,605.85,614.95,602.7,21512,0
103,625.25,616.45,627.95,607.7,21496,0
104,638.56,625.25,644.7,621.8,25483,0
105,636.95,639.95,641.95,630,18937
106,639.45,639.73,644.25,629.15,33397,0
107,641.65,645.94,648.45,637.75,21089,0
108,632.52,641.82,645.9,630.55,4329,0
109,633.67,630.05,635,619.65,33993,0
